time,B_raw,B_smooth
2024-10-03 06:00:00,0.0,0.0
2024-10-03 09:00:00,-5.31396484375,-2.656982421875
2024-10-03 12:00:00,-6.1484375,-5.731201171875
2024-10-03 15:00:00,-2.230224609375,-4.1893310546875
2024-10-03 18:00:00,2.140380859375,-0.044921875
2024-10-03 21:00:00,-0.036376953125,1.052001953125
2024-10-04 00:00:00,0.853271484375,0.408447265625
2024-10-04 03:00:00,0.6005859375,0.7269287109375
2024-10-04 06:00:00,-0.636962890625,-0.0181884765625
2024-10-04 09:00:00,-2.802001953125,-1.719482421875
2024-10-04 12:00:00,-0.507568359375,-1.65478515625
2024-10-04 15:00:00,-0.2373046875,-0.3724365234375
2024-10-04 18:00:00,-1.85986328125,-1.048583984375
2024-10-04 21:00:00,0.207763671875,-0.8260498046875
2024-10-05 00:00:00,1.60107421875,0.9044189453125
2024-10-05 03:00:00,1.23974609375,1.42041015625
2024-10-05 06:00:00,-4.2744140625,-1.517333984375
2024-10-05 09:00:00,-4.0205078125,-4.1474609375
2024-10-05 12:00:00,-3.6025390625,-3.8115234375
2024-10-05 15:00:00,-5.6240234375,-4.61328125
2024-10-05 18:00:00,-5.958740234375,-5.7913818359375
2024-10-05 21:00:00,-4.3837890625,-5.1712646484375
2024-10-06 00:00:00,-5.977783203125,-5.1807861328125
2024-10-06 03:00:00,-4.508056640625,-5.242919921875
2024-10-06 06:00:00,-8.08837890625,-6.2982177734375
2024-10-06 09:00:00,-0.681396484375,-4.3848876953125
2024-10-06 12:00:00,7.8173828125,3.5679931640625
2024-10-06 15:00:00,12.5,10.15869140625
2024-10-06 18:00:00,19.37109375,15.935546875
2024-10-06 21:00:00,21.960205078125,20.6656494140625
2024-10-07 00:00:00,24.410888671875,23.185546875
2024-10-07 03:00:00,31.13818359375,27.7745361328125
2024-10-07 06:00:00,49.44921875,40.293701171875
2024-10-07 09:00:00,71.962890625,60.7060546875
2024-10-07 12:00:00,94.86767578125,83.415283203125
2024-10-07 15:00:00,96.775146484375,95.8214111328125
2024-10-07 18:00:00,98.077880859375,97.426513671875
2024-10-07 21:00:00,96.09912109375,97.0885009765625
2024-10-08 00:00:00,94.210693359375,95.1549072265625
2024-10-08 03:00:00,97.89599609375,96.0533447265625
2024-10-08 06:00:00,103.18017578125,100.5380859375
2024-10-08 09:00:00,99.48779296875,101.333984375
2024-10-08 12:00:00,85.994140625,92.740966796875
2024-10-08 15:00:00,21.51611328125,53.755126953125
2024-10-08 18:00:00,4.542236328125,13.0291748046875
2024-10-08 21:00:00,0.675048828125,2.608642578125
2024-10-09 00:00:00,6.025390625,3.3502197265625
2024-10-09 03:00:00,14.877685546875,10.4515380859375
