time,lat,lon,ux,uy,r17_forward_km,r17_backward_km,r17_left_km,r17_right_km,r17_mean_km,r17_mean_quadrant_km,r34_forward_km,r34_backward_km,r34_left_km,r34_right_km,r34_mean_km,r34_mean_quadrant_km,r50_forward_km,r50_backward_km,r50_left_km,r50_right_km,r50_mean_km,r50_mean_quadrant_km
2024-10-07 18:00:00,42.01403579529062,-36.0,0.9316032428110144,0.3634768190462799,597.6876753363238,394.48636592963373,564.2874399524551,796.1040890392264,396.93344821136833,588.1413925644098,104.80819622207879,52.79834649395323,120.66821902443478,216.98567865794064,170.58502910399292,123.81511009960187,,,,,,
2024-10-07 21:00:00,42.57609637220426,-34.074074074074076,0.979080513049676,0.20347321437079402,667.9634862459533,419.12366557786004,674.7769286437123,795.2089190673173,404.0005774159183,639.2682498837107,86.49757682743329,208.75734742806836,128.80252424374706,234.89009603364673,162.48652721870656,164.73688613322386,,,,,,
2024-10-08 00:00:00,42.85712665853937,-32.25,0.9799932669642534,0.1990306426275352,699.4216709495363,443.65060202930374,637.481523045414,783.655713604645,403.05674891453157,641.0523774072248,72.23822258216222,77.89391431543976,152.26470156560057,216.58131807055898,165.0774416044463,129.74453913344038,,,,,,
2024-10-08 03:00:00,43.138156943424015,-30.375,0.9858524704397365,0.16761535290022955,734.333509274096,505.31272303661314,651.1641883602125,793.6738115903262,411.08525682938813,671.121058065312,18.806129222038248,54.47851017269576,,211.38159496639707,165.56034766234512,94.8887447870437,,,,,,
2024-10-08 06:00:00,43.41918722683038,-28.125,1.0,0.0,760.4570188723178,576.103802176,683.6420876289328,776.8661066987027,428.89513634697647,699.2672538439883,58.02215031662254,,,217.52250122911786,178.57381624302627,137.7723257728702,,,,,,
2024-10-08 09:00:00,43.41918722683038,-25.875,1.0,0.0,788.3525713987368,545.7825494298947,621.4928113579796,776.8661066987027,430.59260000004934,683.1235097213284,55.776131594684735,3.6385503295385146,,217.52250122911786,165.2744834019343,92.31239438444703,,,,,,
2024-10-08 12:00:00,43.41918722683038,-23.25,0.9894518137144543,0.14486237723155282,576.6139248726204,522.7973955528876,521.5253134137711,795.0260308069554,423.3715454105179,603.9906661615586,,67.81120909359494,,178.50749509509484,190.95362233762563,123.15935209434488,,,,,,
2024-10-08 15:00:00,43.70021750873003,-20.625,0.9855930551425014,0.16913405823449731,733.6274298022508,612.7154000902212,424.35341685577015,774.1813227667806,443.0214496256353,636.2193923787556,,,,,,,,,,,,
2024-10-08 18:00:00,43.98124778909381,-18.375,1.0,0.0,780.996559643428,575.534387798768,341.8210522178923,776.8660999062226,453.1850322438874,618.8045248915778,,,,,,,,,,,,
2024-10-08 21:00:00,43.98124778909381,-15.375,0.989255382837883,0.14619776854067792,607.9407072874159,669.6860937551868,366.83968687125923,699.2302774322933,430.2704864585802,585.9241913365388,,,,,,,,,,,,
2024-10-09 00:00:00,44.26227806789189,-12.75,0.944891518693888,0.32738359442763426,505.1106812422948,705.7129185562554,376.48820152719594,626.392896153763,410.580229652276,553.4261743698773,,,,,,,,,,,,
2024-10-09 03:00:00,44.824338620668016,-10.5,0.9672596757134793,0.2537887305194121,447.43340367934644,667.4195215293224,429.1506790507163,618.0521947842715,369.56913233631883,540.5139497609141,,,,,,,,,,,,
2024-10-09 06:00:00,45.386399166804864,-7.5,0.9666407782120074,0.25613591294015103,489.65055285473613,705.0129173719852,467.25799406478916,383.28509253432804,324.7416282243794,511.3016392064596,,,,,,,,,,,,
