time,lat,lon,msl
2024-10-03 06:00:00,19.531609732026208,-44.71875,97472.875
2024-10-03 09:00:00,19.812640080416976,-45.0,97117.5
2024-10-03 12:00:00,20.374700776166243,-45.28125,96930.875
2024-10-03 15:00:00,20.655731123511657,-45.84375,96766.25
2024-10-03 18:00:00,20.936761470495384,-46.22222222222223,96245.75
2024-10-03 21:00:00,20.936761470495384,-46.51851851851853,96214.1875
2024-10-04 00:00:00,21.217791817110673,-46.81481481481484,96343.375
2024-10-04 03:00:00,21.49882216335069,-47.111111111111086,96224.6875
2024-10-04 06:00:00,21.779852509208496,-47.40740740740739,95913.25
2024-10-04 09:00:00,22.06088285467707,-47.703703703703695,95676.75
2024-10-04 12:00:00,22.341913199749307,-48.0,95590.9375
2024-10-04 15:00:00,22.622943544417993,-48.59259259259261,95489.5625
2024-10-04 18:00:00,22.903973888675825,-48.89999999999998,95008.25
2024-10-04 21:00:00,23.18500423251539,-49.19999999999999,94672.0625
2024-10-05 00:00:00,23.46603457592919,-49.5,94382.0625
2024-10-05 03:00:00,23.747064918909608,-50.10000000000002,94043.625
2024-10-05 06:00:00,24.028095261448925,-50.39999999999998,93664.4375
2024-10-05 09:00:00,24.59015594517284,-50.39999999999998,93319.6875
2024-10-05 12:00:00,25.152216627036935,-50.69999999999999,93220.5
2024-10-05 15:00:00,25.714277306975344,-50.69999999999999,93012.375
2024-10-05 18:00:00,26.557368323123313,-51.0,92613.8125
2024-10-05 21:00:00,27.119428997946123,-51.0,92429.0
2024-10-06 00:00:00,27.96252000608353,-51.25,91962.0
2024-10-06 03:00:00,28.805611009075395,-51.5625,91554.3125
2024-10-06 06:00:00,29.648702006651998,-51.25,91199.6875
2024-10-06 09:00:00,30.49179299852995,-51.19999999999999,90886.3125
2024-10-06 12:00:00,31.33488398441122,-50.879999999999995,90754.75
2024-10-06 15:00:00,32.45900528904648,-50.24000000000001,90513.0625
2024-10-06 18:00:00,33.86415690284984,-49.60000000000002,89823.9375
2024-10-06 21:00:00,35.26930849620082,-48.666666666666686,89387.0625
2024-10-07 00:00:00,36.393429754922856,-48.0,89305.0
2024-10-07 03:00:00,37.798581306687026,-47.0,89617.875
2024-10-07 06:00:00,39.20373283234334,-46.0546875,89542.125
2024-10-07 09:00:00,40.60888432945018,-45.0,89355.4375
2024-10-07 12:00:00,41.73300550476453,-44.27999999999997,89405.125
2024-10-07 15:00:00,42.57609637220426,-43.333333333333314,90045.6875
2024-10-07 18:00:00,43.41918722683038,-42.375,90585.4375
2024-10-07 21:00:00,44.26227806789189,-41.25,91115.0625
2024-10-08 00:00:00,45.10536889458269,-40.125,91655.0625
2024-10-08 03:00:00,45.94845970603621,-39.375,91910.625
2024-10-08 06:00:00,46.51052023808231,-39.0,92040.6875
2024-10-08 09:00:00,46.79155050131955,-38.80000000000001,92195.0625
2024-10-08 12:00:00,47.072580762649004,-38.39999999999998,92399.3125
2024-10-08 15:00:00,47.35361102203147,-38.0,92569.5625
2024-10-08 18:00:00,47.35361102203147,-37.19999999999999,92803.3125
2024-10-08 21:00:00,47.35361102203147,-36.39999999999998,93199.8125
2024-10-09 00:00:00,47.35361102203147,-35.19999999999999,93703.0625
2024-10-09 03:00:00,47.072580762649004,-33.60000000000002,94142.9375
2024-10-09 06:00:00,47.072580762649004,-32.39999999999998,94529.1875
