time,lat,lon,ux,uy,r17_forward_km,r17_backward_km,r17_left_km,r17_right_km,r17_mean_km,r17_mean_quadrant_km,r34_forward_km,r34_backward_km,r34_left_km,r34_right_km,r34_mean_km,r34_mean_quadrant_km,r50_forward_km,r50_backward_km,r50_left_km,r50_right_km,r50_mean_km,r50_mean_quadrant_km
2024-10-03 06:00:00,19.531609732026208,-44.71875,-0.6885806538661501,0.7251597638598444,202.13731649374432,246.03271396711725,149.78181872131546,308.19304185543086,168.7992913679769,226.536222759402,,,,,,,,,,,,
2024-10-03 09:00:00,19.812640080416976,-45.0,-0.6879454785564657,0.7257623705688491,160.53815690594618,186.9518784452917,106.88832405391005,262.86609977020623,144.5923460272103,179.31111479383856,,,,,,,,,,,,
2024-10-03 12:00:00,20.374700776166243,-45.5625,-0.6866440996982726,0.7269937278612166,141.71659213133157,211.28209484535145,128.02334906068631,281.4230677775458,148.32837354509343,190.61127595372878,,,,,,,,,,,,
2024-10-03 15:00:00,20.655731123511657,-45.84375,-0.7853564480758516,0.6190438186959646,151.38287396635158,184.0632068037472,133.88987647563985,236.6581919977867,137.4003729352559,176.49853731088135,,,,,,,,,,,,
2024-10-03 18:00:00,20.936761470495384,-46.22222222222223,-0.7040299308497666,0.7101703010318532,153.71811246653812,157.15054373824302,120.7534533103524,243.38700187530856,133.1870104641835,168.75227784761051,,,,,,,,,,,,
2024-10-03 21:00:00,21.217791817110673,-46.51851851851853,-0.8925215579771333,0.4510047322878896,152.4032570966046,164.65837477139573,132.01112226921103,223.43843833528408,129.4533474817004,168.12779811812385,,,,,,,,,,,,
2024-10-04 00:00:00,21.49882216335069,-47.111111111111086,-0.7026763859803031,0.7115095899463759,131.85080331041996,180.6777454583117,118.30363639049463,242.64613089178363,139.65449240576646,168.36957901275247,,,,,,,,,,,,
2024-10-04 03:00:00,21.779852509208496,-47.40740740740739,-0.7019838571485397,0.7121928561161356,131.88815990766454,195.40068246421015,130.88341373477908,242.13431476471823,131.25315669388192,175.07664271784301,,,,,,,,,,,,
2024-10-04 06:00:00,22.06088285467707,-47.703703703703695,-0.44136129940450736,0.8973294842965791,167.13654535469246,178.9962470725407,123.4363286998352,263.6737129125232,144.44115446060167,183.3107085098979,,,,,,,,,,,,
2024-10-04 09:00:00,22.622943544417993,-48.0,-0.7042651686429863,0.7099370199082916,153.02293338483224,237.0994251528455,130.76839377148778,262.61751673406917,147.24439892894847,195.8770672608087,,,,,,,,,,,,
